"full_name","H","albedo","diameter_sigma","e","a","i"
"       (2025 DM1)",24.74,,,0.2866,1.325,24.87
"       (2025 DN1)",24.42,,,0.1586,1.137,34.99
"       (2025 DO1)",27.10,,,0.1762,0.9077,1.68
"       (2025 DP1)",27.96,,,0.3938,1.672,4.59
"       (2025 DQ1)",23.60,,,0.6473,2.65,16.57
"       (2025 DR1)",27.37,,,0.2687,1.306,3.44
"       (2025 DS1)",30.32,,,0.1314,0.8873,2.37
"       (2025 DT1)",28.66,,,0.3712,1.482,0.48
"       (2025 DU1)",22.76,,,0.6870,1.598,18.36
"       (2025 DV1)",21.90,,,0.3322,1.811,24.00
"       (2025 DX1)",25.58,,,0.3575,0.9297,19.77
"       (2025 DY1)",24.53,,,0.4246,1.268,33.27
"       (2025 DZ1)",24.81,,,0.6236,1.975,2.83
"       (2025 DA2)",25.57,,,0.3799,1.43,4.91
"       (2025 DB2)",24.91,,,0.5435,1.896,5.21
"       (2025 DC2)",22.78,,,0.5497,1.972,4.88
"       (2025 DD2)",23.77,,,0.3857,0.9178,14.57
"       (2025 DE2)",26.81,,,0.4000,0.7324,10.57
"       (2025 DF2)",19.89,,,0.4859,2.335,45.18
"       (2025 DG2)",24.87,,,0.6548,2.828,2.49
"       (2025 DH2)",26.42,,,0.5927,2.466,3.49
"       (2025 DJ2)",25.78,,,0.4448,1.881,6.23
"       (2025 DK2)",25.27,,,0.5468,2.359,4.92
"       (2025 DL2)",25.37,,,0.4910,2.11,10.13
"       (2025 DM2)",27.42,,,0.6010,2.051,5.16
"       (2025 DN2)",25.27,,,0.5346,2.151,1.78
"       (2025 DP2)",26.67,,,0.3713,1.58,9.15
"       (2025 DS2)",24.54,,,0.3217,1.416,17.27
"       (2025 DT2)",26.62,,,0.2330,1.211,14.70
"       (2025 DU2)",24.25,,,0.4516,1.043,19.07
"       (2025 DV2)",28.02,,,0.4834,1.62,0.38
"       (2025 DW2)",27.94,,,0.4098,1.454,18.79
"       (2025 DX2)",25.75,,,0.4766,0.9427,13.13
"       (2025 DY2)",24.57,,,0.3985,0.8807,25.76
"       (2025 DZ2)",29.56,,,0.2718,1.189,16.96
"       (2025 DA3)",23.29,,,0.6591,2.009,7.62
"       (2025 DB3)",27.20,,,0.2911,0.78,1.30
"       (2025 DC3)",23.73,,,0.7814,1.673,7.01
"       (2025 DD3)",23.40,,,0.6756,3.244,12.96
"       (2025 DE3)",28.08,,,0.5392,2.165,0.28
"       (2025 DF3)",25.73,,,0.4209,1.721,12.76
"       (2025 DG3)",25.18,,,0.5827,2.399,2.74
"       (2025 DH3)",24.83,,,0.1634,1.235,21.55
"       (2025 DJ3)",23.72,,,0.7102,1.494,35.83
"       (2025 DK3)",27.10,,,0.6428,2.235,0.40
"       (2025 DL3)",22.37,,,0.2686,1.521,16.56
"       (2025 DM3)",24.16,,,0.1483,1.153,19.36
"       (2025 DO3)",24.50,,,0.2030,1.409,20.53
"       (2025 DP3)",25.59,,,0.2272,0.9946,10.27
"       (2025 DQ3)",28.05,,,0.3102,1.306,4.47
"       (2025 DR3)",24.81,,,0.1086,1.239,9.11
"       (2025 DS3)",25.16,,,0.6543,2.201,3.68
"       (2025 DT3)",24.81,,,0.2936,1.313,16.66
"       (2025 DU3)",22.37,,,0.5912,2.326,5.93
"       (2025 DV3)",25.87,,,0.2704,1.372,6.58
"       (2025 DW3)",23.09,,,0.2513,1.218,24.96
"       (2025 DX3)",26.10,,,0.3827,1.78,7.23
"       (2025 DY3)",24.14,,,0.4182,1.665,30.77
"       (2025 DZ3)",24.82,,,0.4990,2.031,12.66
"       (2025 DA4)",25.25,,,0.2214,1.156,20.60
"       (2025 DB4)",25.55,,,0.4915,1.688,1.52
"       (2025 DC4)",25.99,,,0.2496,1.263,3.94
"       (2025 DD4)",21.60,,,0.8756,2.046,6.77
"       (2025 DE4)",24.89,,,0.4697,1.608,14.56
"       (2025 DF4)",26.38,,,0.9226,2.647,15.04
"       (2025 DG4)",27.93,,,0.3148,1.343,3.60
"       (2025 DO4)",21.33,,,0.4020,2.009,38.22
"       (2025 DP4)",24.49,,,0.5507,1.507,25.93
"       (2025 DQ4)",24.77,,,0.4284,0.8126,2.50
"       (2025 DR4)",26.18,,,0.6762,2.704,1.87
"       (2025 DS4)",27.75,,,0.1490,1.162,14.76
"       (2025 DT4)",24.98,,,0.5629,1.503,8.97
"       (2025 DV4)",25.47,,,0.2129,1.18,8.23
"       (2025 DW4)",22.66,,,0.4959,2.433,12.63
"       (2025 DX4)",25.74,,,0.1809,1.326,3.89
"       (2025 DY4)",19.77,,,0.4381,1.572,12.61
"       (2025 DZ4)",27.25,,,0.5954,1.557,8.90
"       (2025 DA5)",24.49,,,0.6309,1.989,5.16
"       (2025 DB5)",27.85,,,0.1269,1.148,1.22
"       (2025 DC5)",27.70,,,0.6020,1.563,0.77
"       (2025 DD5)",23.20,,,0.6706,1.978,7.89
"       (2025 DE5)",28.51,,,0.2706,1.236,3.93
"       (2025 DF5)",26.52,,,0.3382,1.479,3.05
"       (2025 DG5)",25.08,,,0.1532,1.286,12.64
"       (2025 DJ5)",25.15,,,0.5317,2.106,3.43
"       (2025 DT5)",29.38,,,0.5376,1.848,2.59
"       (2025 DU5)",28.00,,,0.5033,1.773,5.46
"       (2025 DV5)",25.43,,,0.7103,1.219,9.49
"       (2025 DW5)",24.66,,,0.1982,1.094,3.89
"       (2025 DX5)",23.28,,,0.6444,1.655,4.60
"       (2025 DY5)",25.50,,,0.3327,1.278,2.40
"       (2025 DZ5)",25.17,,,0.0259,1.102,14.71
"       (2025 DA6)",25.43,,,0.3295,1.322,1.90
"       (2025 DD6)",23.65,,,0.3333,1.677,11.34
"       (2025 DE6)",22.45,,,0.6209,2.787,6.16
"       (2025 DN6)",30.17,,,0.2898,1.351,2.92
"       (2025 DP6)",23.31,,,0.4443,1.525,8.77
"       (2025 DQ6)",24.78,,,0.3305,1.263,28.82
"       (2025 DR6)",27.38,,,0.2223,1.28,9.54
"       (2025 DS6)",27.00,,,0.2111,1.318,2.64
"       (2025 DT6)",26.26,,,0.4127,1.816,2.19
"       (2025 DV6)",23.90,,,0.3140,1.105,16.55
"       (2025 DX6)",24.26,,,0.4120,1.702,35.07
"       (2025 DY6)",24.00,,,0.4934,1.164,40.33
"       (2025 DZ6)",25.03,,,0.5448,2.014,2.14
"       (2025 DA7)",24.41,,,0.6217,2.536,3.17
"       (2025 DB7)",27.28,,,0.0907,1.01,1.10
"       (2025 DC7)",21.83,,,0.3230,1.811,14.90
"       (2025 DD7)",23.46,,,0.1835,1.537,18.48
"       (2025 DE7)",25.21,,,0.4198,1.913,3.63
"       (2025 DG7)",21.95,,,0.2968,1.015,9.64
"       (2025 DJ7)",23.82,,,0.1780,1.357,4.46
"       (2025 DK7)",27.43,,,0.2342,0.962,3.98
"       (2025 DL7)",22.61,,,0.2271,1.348,24.69
"       (2025 DM7)",27.10,,,0.2714,0.7994,8.21
"       (2025 DN7)",25.14,,,0.1833,1.249,14.63
"       (2025 DO7)",22.38,,,0.2664,1.207,11.52
"       (2025 DP7)",22.14,,,0.1323,1.256,29.48
"       (2025 DQ7)",21.67,,,0.6530,2.441,12.28
"       (2025 DR7)",25.12,,,0.2661,1.235,7.59
"       (2025 DT7)",24.56,,,0.4600,1.405,4.46
"       (2025 DU7)",29.45,,,0.0600,1.02,4.31
"       (2025 DV7)",25.76,,,0.4956,1.884,2.04
"       (2025 DW7)",22.93,,,0.4865,2.344,8.92
"       (2025 DX7)",26.24,,,0.5796,2.505,5.00
"       (2025 DY7)",25.06,,,0.3626,1.626,10.96
"       (2025 DZ7)",22.73,,,0.2303,1.578,28.18
"       (2025 DD8)",21.67,,,0.7437,2.524,9.58
"       (2025 DE8)",27.46,,,0.1780,0.9724,28.35
"       (2025 DF8)",27.66,,,0.1621,1.13,6.30
"       (2025 DL8)",25.24,,,0.3653,1.587,6.30
"       (2025 DF9)",26.95,,,0.3736,1.625,0.81
"       (2025 DJ13)",28.10,,,0.1780,1.135,12.71
"       (2025 DK13)",26.88,,,0.4776,1.868,5.05
"       (2025 DP13)",24.25,,,0.6198,2.716,22.74
"       (2025 DT14)",25.00,,,0.4443,1.391,6.57
"       (2025 DW14)",23.22,,,0.6999,2.146,10.24
"       (2025 DZ14)",23.70,,,0.4709,1.927,5.32
"       (2025 DA15)",24.94,,,0.4341,1.797,6.95
"       (2025 DB15)",26.11,,,0.4813,1.896,1.82
"       (2025 DD15)",27.50,,,0.4453,1.81,6.22
"       (2025 DH15)",26.12,,,0.6990,2.235,1.25
"       (2025 DL15)",23.73,,,0.4936,2.316,3.83
"       (2025 DB22)",27.15,,,0.6792,2.609,0.58
"       (2025 DC22)",25.84,,,0.1812,1.167,7.53
"       (2025 DD22)",25.67,,,0.4736,1.849,4.36
"       (2025 DJ22)",26.95,,,0.3475,1.149,14.16
"       (2025 DK22)",23.75,,,0.6982,1.672,2.71
"       (2025 DL22)",25.57,,,0.5059,1.837,2.30
"       (2025 DN22)",22.77,,,0.5414,1.951,3.80
"       (2025 DO22)",26.04,,,0.4064,1.209,15.09
"       (2025 DP22)",23.53,,,0.2704,0.9079,12.75
"       (2025 DV22)",23.90,,,0.4556,1.41,5.72
"       (2025 DS24)",26.23,,,0.8403,1.578,26.25
"       (2025 DT24)",27.52,,,0.5072,1.967,5.30
"       (2025 DU24)",26.40,,,0.1095,0.9575,3.32
"       (2025 DV24)",28.32,,,0.0702,1.066,3.43
"       (2025 DW24)",24.20,,,0.4243,1.559,9.03
"       (2025 DX24)",27.23,,,0.5168,1.383,11.28
"       (2025 DY24)",23.93,,,0.4870,2.113,12.21
"       (2025 DZ24)",24.70,,,0.3946,1.834,11.63
"       (2025 DA25)",23.01,,,0.0777,1.206,20.04
"       (2025 DB25)",24.43,,,0.5678,2.31,26.94
"       (2025 DC25)",24.57,,,0.6317,2.542,17.57
"       (2025 DD25)",25.39,,,0.4132,1.794,4.84
"       (2025 DE25)",20.79,,,0.4584,1.769,16.41
"       (2025 DF25)",29.06,,,0.2852,0.8897,0.21
"       (2025 DG25)",26.33,,,0.1652,1.012,5.49
"       (2025 DH25)",26.93,,,0.2583,1.381,3.22
"       (2025 DJ25)",26.59,,,0.1183,0.9224,13.98
"       (2025 DL25)",28.82,,,0.1783,1.081,19.22
"       (2025 DU25)",27.20,,,0.1242,0.9852,6.54
"       (2025 DG27)",24.67,,,0.2098,1.01,3.91
"       (2025 DH27)",25.69,,,0.2179,1.302,20.03
"       (2025 DJ27)",26.53,,,0.1446,1.173,8.08
"       (2025 DO27)",24.70,,,0.5203,1.442,2.81
"       (2025 DQ27)",27.54,,,0.5298,1.086,0.91
"       (2025 DL28)",24.67,,,0.3153,1.491,4.54
"       (2025 DE29)",25.41,,,0.0495,1.089,6.94
"       (2025 DJ29)",26.43,,,0.1280,0.971,2.70
"       (2025 DK29)",24.58,,,0.2307,1.51,2.92
"       (2025 DU29)",24.32,,,0.1218,1.247,29.42
"       (2025 DW29)",25.90,,,0.4594,1.966,7.54
"       (2025 DY29)",25.28,,,0.1568,1.099,4.11
"       (2025 DA30)",24.66,,,0.4093,1.811,22.62
"       (2025 DB30)",29.14,,,0.5394,2.108,7.80
"       (2025 DD30)",20.75,,,0.3606,1.849,33.63
"       (2025 DH30)",27.49,,,0.7028,1.574,32.46
"       (2025 DG31)",22.62,,,0.6538,2.097,4.63
"       (2025 DO31)",21.33,,,0.5037,1.502,36.04
"       (2025 DQ31)",22.04,,,0.1820,1.359,28.19
"       (2025 DW31)",22.55,,,0.2509,1.196,15.74
"       (2025 DM33)",19.00,,,0.5706,2.468,53.99
"       (2025 DN33)",22.87,,,0.1932,1.545,9.49
"       (2025 DC36)",23.82,,,0.3677,1.61,1.95
"       (2025 DK36)",20.49,,,0.6786,2.304,13.31
"       (2025 DL36)",20.39,,,0.6510,2.362,5.63
"       (2025 DM36)",21.28,,,0.5493,1.934,13.20
"       (2025 DV39)",25.12,,,0.6444,1.292,5.41
"       (2025 DV40)",22.75,,,0.7315,3.437,8.66
"       (2025 DK49)",22.03,,,0.3789,1.688,19.15
"       (2025 DC50)",28.26,,,0.5454,1.958,0.69
"       (2025 DT50)",22.32,,,0.4598,1.876,2.97
"       (2025 DZ52)",23.40,,,0.5265,2.304,3.05
"       (2025 DJ53)",18.78,,,0.3322,1.018,26.89
"       (2025 DM53)",25.47,,,0.0798,1.115,10.36
"       (2025 DG55)",20.59,,,0.6414,2.633,11.02
"       (2025 EA)",25.95,,,0.1704,1.185,20.16
"       (2025 EB)",21.65,,,0.4045,1.376,5.08
"       (2025 EC)",24.55,,,0.2507,1.058,15.78
"       (2025 ED)",26.34,,,0.2902,1.125,6.89
"       (2025 EE)",25.99,,,0.5996,1.75,5.49
"       (2025 EF)",23.63,,,0.3358,1.551,28.21
"       (2025 EG)",24.48,,,0.2083,0.9883,22.08
"       (2025 EK)",28.54,,,0.6128,2.441,2.92
"       (2025 EL)",29.27,,,0.3797,0.8979,6.95
"       (2025 EM)",28.09,,,0.0910,1.025,0.67
"       (2025 EN)",27.26,,,0.4783,1.942,6.93
"       (2025 EO)",23.20,,,0.3469,0.8899,27.58
"       (2025 EP)",21.84,,,0.3882,1.543,14.04
"       (2025 EQ)",22.57,,,0.6413,2.22,9.99
"       (2025 ER)",24.34,,,0.2528,1.123,4.01
"       (2025 EU)",25.72,,,0.2037,1.236,8.86
"       (2025 EV)",23.81,,,0.5735,0.8487,13.65
"       (2025 EW)",27.25,,,0.1231,1.126,4.19
"       (2025 EX)",23.39,,,0.6094,2.429,2.52
"       (2025 EY)",25.22,,,0.3351,1.563,8.22
"       (2025 EZ)",26.80,,,0.2424,1.265,10.31
"       (2025 EA1)",24.87,,,0.2055,1.156,18.17
"       (2025 EB1)",27.27,,,0.2994,1.375,5.14
"       (2025 EC1)",26.32,,,0.2759,1.364,7.92
"       (2025 ED1)",21.21,,,0.2855,1.628,29.21
"       (2025 EE1)",22.48,,,0.1284,1.476,24.45
"       (2025 EF1)",25.65,,,0.4977,1.598,1.89
"       (2025 EH1)",26.84,,,0.3439,1.422,3.63
"       (2025 EJ1)",23.62,,,0.6108,2.138,6.47
"       (2025 EK1)",24.46,,,0.3663,1.55,11.05
"       (2025 EL1)",22.07,,,0.3593,1.955,14.60
"       (2025 EM1)",23.91,,,0.3321,1.256,34.97
"       (2025 EN1)",23.43,,,0.2230,1.46,19.11
"       (2025 ER1)",25.04,,,0.2696,0.99,9.56
"       (2025 ES1)",23.97,,,0.1750,1.218,19.54
"       (2025 EV1)",22.55,,,0.4003,1.569,17.82
"       (2025 EW1)",28.56,,,0.3478,1.077,8.21
"       (2025 EX1)",30.76,,,0.2029,1.166,0.45
"       (2025 EY1)",26.59,,,0.3442,1.038,8.59
"       (2025 EZ1)",28.66,,,0.5766,1.838,5.97
"       (2025 EA2)",26.59,,,0.5578,2.026,2.27
"       (2025 EB2)",24.38,,,0.5976,1.478,29.94
"       (2025 EC2)",26.61,,,0.2948,1.411,2.23
"       (2025 EF2)",26.79,,,0.5361,1.813,8.39
"       (2025 EG2)",24.59,,,0.2384,0.8753,21.17
"       (2025 EH2)",25.26,,,0.2250,1.358,18.92
"       (2025 EJ2)",26.36,,,0.1701,1.194,18.19
"       (2025 EK2)",25.56,,,0.5635,2.242,2.00
"       (2025 EN2)",28.61,,,0.3416,1.524,2.43
"       (2025 EO2)",25.61,,,0.0486,1.107,14.76
"       (2025 EP2)",27.28,,,0.3355,1.097,15.99
"       (2025 EQ2)",26.77,,,0.3118,1.431,5.12
"       (2025 ER2)",27.68,,,0.2419,0.8777,18.57
"       (2025 ES2)",27.53,,,0.3126,1.242,2.27
"       (2025 EU2)",23.47,,,0.5777,1.321,17.85
"       (2025 EV2)",22.55,,,0.3550,1.582,34.10
"       (2025 EM3)",26.40,,,0.4264,1.598,9.06
"       (2025 EV3)",26.80,,,0.5460,2.013,4.57
"       (2025 EW3)",23.57,,,0.7588,2.215,8.26
"       (2025 EY3)",22.54,,,0.3686,1.179,44.30
"       (2025 EZ3)",21.90,,,0.3300,0.8065,24.96
"       (2025 EA4)",25.75,,,0.1333,0.8943,5.17
"       (2025 EB4)",22.14,,,0.6576,1.491,8.87
"       (2025 EF4)",24.61,,,0.2166,1.271,8.91
"       (2025 EK4)",24.06,,,0.1937,0.9945,17.68
"       (2025 EL4)",21.05,,,0.0753,1.126,34.53
"       (2025 EM4)",26.32,,,0.3064,1.4,8.88
"       (2025 EW4)",18.05,,,0.5757,2.503,16.15
"       (2025 EV5)",18.77,,,0.7990,3.371,13.26
"       (2025 EL12)",22.67,,,0.2018,1.038,18.21
"       (2025 EC13)",21.65,,,0.2826,1.662,10.90
"       (2025 FA)",22.48,,,0.5830,2.306,17.81
"       (2025 FB)",24.05,,,0.4922,2.049,7.39
"       (2025 FC)",28.75,,,0.5474,1.163,1.92
"       (2025 FD)",23.83,,,0.7699,2.472,18.11
"       (2025 FE)",24.72,,,0.4417,1.476,18.44
"       (2025 FF)",26.60,,,0.3978,1.682,5.92
"       (2025 FG)",27.35,,,0.2355,1.299,7.38
"       (2025 FJ)",27.92,,,0.4791,1.754,7.84
"       (2025 FK)",25.09,,,0.1290,1.187,22.44
"       (2025 FL)",26.24,,,0.2054,1.186,13.41
"       (2025 FM)",24.80,,,0.6225,2.003,4.96
"       (2025 FN)",27.65,,,0.4967,1.653,11.40
"       (2025 FO)",23.77,,,0.6793,2.203,6.83
"       (2025 FP)",27.23,,,0.1583,1.01,15.11
"       (2025 FQ)",23.36,,,0.6347,2.854,28.25
"       (2025 FR)",25.25,,,0.6045,1.95,5.45
"       (2025 FS)",26.00,,,0.4358,1.548,15.49
"       (2025 FT)",27.16,,,0.4267,1.606,0.74
"       (2025 FV)",22.29,,,0.4815,2.248,3.86
"       (2025 FW)",25.94,,,0.4612,1.709,3.56
"       (2025 FX)",24.00,,,0.5310,1.957,4.50
"       (2025 FY)",26.50,,,0.1698,1.23,13.81
"       (2025 FZ)",27.53,,,0.3882,1.627,7.35
"       (2025 FA1)",26.12,,,0.4966,1.693,1.36
"       (2025 FB1)",26.88,,,0.3773,1.614,4.46
"       (2025 FC1)",27.68,,,0.5447,0.9594,19.08
"       (2025 FD1)",27.30,,,0.7415,1.663,0.96
"       (2025 FE1)",25.79,,,0.3606,1.607,3.26
"       (2025 FF1)",23.91,,,0.3169,0.9176,10.96
"       (2025 FH1)",23.29,,,0.7195,1.704,8.37
"       (2025 FY1)",26.80,,,0.5858,1.976,3.58
"       (2025 FZ1)",26.85,,,0.3039,1.174,6.33
"       (2025 FA2)",26.95,,,0.4612,0.7181,7.94
"       (2025 FB2)",26.54,,,0.2366,0.8854,24.33
"       (2025 FC2)",28.39,,,0.4963,1.64,7.48
"       (2025 FD2)",27.49,,,0.5043,2,7.86
"       (2025 FE2)",25.13,,,0.2133,1.139,15.14
"       (2025 FF2)",27.10,,,0.6434,1.263,4.84
"       (2025 FG2)",22.01,,,0.4989,2.269,4.57
"       (2025 FH2)",24.20,,,0.3863,1.632,3.95
"       (2025 FJ2)",26.34,,,0.1153,1.2,20.62
"       (2025 FK2)",26.84,,,0.2416,1.337,1.94
"       (2025 FL2)",25.23,,,0.1971,1.303,12.77
"       (2025 FM2)",25.95,,,0.4855,1.917,0.87
"       (2025 FN2)",25.74,,,0.3881,0.8946,1.47
"       (2025 FO2)",27.93,,,0.5755,1.981,0.28
"       (2025 FP2)",26.24,,,0.2076,1.42,11.61
"       (2025 FQ2)",27.72,,,0.2589,1.291,6.57
"       (2025 FR2)",26.71,,,0.5916,2.353,3.54
"       (2025 FS2)",28.08,,,0.4507,0.918,0.85
"       (2025 FT2)",23.32,,,0.4377,0.8352,24.26
"       (2025 FU2)",23.73,,,0.3597,1.622,7.18
"       (2025 FV2)",21.10,,,0.6596,2.9,12.76
"       (2025 FX2)",27.40,,,0.7245,1.382,9.84
"       (2025 FF3)",24.02,,,0.5784,2.486,3.44
"       (2025 FK3)",29.05,,,0.6853,1.979,1.48
"       (2025 FX3)",23.69,,,0.2445,1.416,21.38
"       (2025 FY3)",24.11,,,0.2410,1.456,22.59
"       (2025 FZ3)",26.40,,,0.5237,2.125,0.88
"       (2025 FA4)",26.57,,,0.4564,1.953,0.36
"       (2025 FB4)",20.44,,,0.3189,1.561,17.99
"       (2025 FC4)",25.79,,,0.4124,1.519,8.33
"       (2025 FG4)",25.27,,,0.1540,1.102,6.60
"       (2025 FH4)",28.29,,,0.2273,1.114,4.94
"       (2025 FJ4)",20.95,,,0.4407,1.753,35.39
"       (2025 FK4)",23.98,,,0.3109,1.518,22.05
"       (2025 FL4)",23.37,,,0.5629,2.17,7.74
"       (2025 FM4)",25.56,,,0.2929,1.412,9.17
"       (2025 FN4)",22.68,,,0.5586,1.608,26.94
"       (2025 FO4)",21.75,,,0.6310,3.229,27.13
"       (2025 FP4)",23.93,,,0.2688,1.001,11.00
"       (2025 FQ4)",22.74,,,0.6726,2.673,12.64
"       (2025 FH5)",22.34,,,0.2290,1.682,6.76
"       (2025 FP5)",26.06,,,0.1857,1.117,5.57
"       (2025 FQ5)",26.88,,,0.3216,1.473,3.58
"       (2025 FR5)",20.55,,,0.6563,2.215,2.01
"       (2025 FS5)",24.17,,,0.5584,1.676,28.12
"       (2025 FT5)",25.32,,,0.2802,1.46,4.63
"       (2025 FU5)",23.18,,,0.5879,2.539,0.38
"       (2025 FV5)",24.34,,,0.2755,1.54,17.49
"       (2025 FW5)",23.79,,,0.6977,2.173,3.91
"       (2025 FX5)",25.56,,,0.1715,1.203,11.00
"       (2025 FY5)",25.61,,,0.1247,1.203,6.54
"       (2025 FZ5)",22.83,,,0.6035,2.744,14.94
"       (2025 FA6)",23.67,,,0.5115,2.013,5.83
"       (2025 FB6)",23.00,,,0.4611,0.8915,18.08
"       (2025 FC6)",26.05,,,0.6182,2.481,2.60
"       (2025 FD6)",25.53,,,0.1125,1.121,25.83
"       (2025 FE6)",24.45,,,0.1458,1.234,5.55
"       (2025 FG6)",28.60,,,0.4187,1.721,1.00
"       (2025 FH6)",20.59,,,0.4836,2.471,28.02
"       (2025 FJ6)",20.26,,,0.5808,1.288,49.67
"       (2025 FK6)",23.14,,,0.5445,1.32,8.19
"       (2025 FM6)",24.40,,,0.5201,1.78,3.96
"       (2025 FN6)",23.90,,,0.4303,1.788,14.36
"       (2025 FO6)",27.47,,,0.5409,1.934,7.99
"       (2025 FP6)",25.70,,,0.2871,0.9638,11.92
"       (2025 FQ6)",24.97,,,0.5081,1.595,22.86
"       (2025 FR6)",24.98,,,0.4075,1.437,5.86
"       (2025 FS6)",27.04,,,0.3264,0.7997,5.96
"       (2025 FT6)",22.73,,,0.1103,1.242,25.44
"       (2025 FX6)",29.40,,,0.6191,1.236,7.85
"       (2025 FY6)",30.91,,,0.7467,2.282,1.45
"       (2025 FZ6)",28.30,,,0.6939,2.012,7.66
"       (2025 FA7)",26.32,,,0.7128,2.294,2.98
"       (2025 FL7)",26.21,,,0.2864,1.203,8.29
"       (2025 FM7)",24.79,,,0.4189,1.843,9.07
"       (2025 FN7)",30.73,,,0.2446,1.015,5.48
"       (2025 FO7)",24.86,,,0.3259,1.239,11.83
"       (2025 FP7)",26.82,,,0.2314,1.202,1.24
"       (2025 FQ7)",27.07,,,0.5433,1.849,10.23
"       (2025 FR7)",25.09,,,0.0889,0.9962,33.62
"       (2025 FS7)",26.40,,,0.3684,1.603,0.88
"       (2025 FT7)",22.38,,,0.2110,1.398,18.41
"       (2025 FU7)",26.06,,,0.5936,2.556,2.75
"       (2025 FV7)",24.20,,,0.3446,1.447,3.38
"       (2025 FW7)",23.40,,,0.5570,1.804,14.01
"       (2025 FX7)",24.04,,,0.7674,1.72,2.02
"       (2025 FY7)",26.64,,,0.4633,1.839,2.42
"       (2025 FZ7)",27.28,,,0.3692,1.192,2.82
"       (2025 FA8)",28.11,,,0.4533,1.874,6.49
"       (2025 FB8)",28.48,,,0.2022,0.8508,1.63
"       (2025 FC8)",26.71,,,0.3383,0.8034,6.75
"       (2025 FD8)",22.41,,,0.4683,0.8637,17.76
"       (2025 FU9)",26.81,,,0.4733,1.863,6.07
"       (2025 FH10)",24.23,,,0.3180,1.623,6.60
"       (2025 FM10)",25.98,,,0.5947,1.822,9.26
"       (2025 FO10)",19.60,,,0.8774,2.274,14.90
"       (2025 FP10)",18.89,,,0.2660,0.7765,27.84
"       (2025 FQ10)",20.69,,,0.4637,2.208,23.75
"       (2025 FR10)",24.23,,,0.3124,1.616,19.03
"       (2025 FS10)",24.87,,,0.0882,0.9814,10.65
"       (2025 FP11)",26.22,,,0.2282,1.259,14.22
"       (2025 FQ11)",24.07,,,0.2860,1.482,32.47
"       (2025 FS11)",25.09,,,0.5473,2.076,8.40
"       (2025 FT11)",23.35,,,0.3203,1.757,18.10
"       (2025 FU11)",25.39,,,0.3678,1.145,4.12
"       (2025 FV11)",23.75,,,0.3156,1.206,2.72
"       (2025 FW11)",25.90,,,0.4148,0.8295,3.27
"       (2025 FX11)",24.69,,,0.4215,0.767,35.03
"       (2025 FY11)",28.78,,,0.1313,0.9679,3.69
"       (2025 FK12)",26.02,,,0.2433,1.218,6.76
"       (2025 FL12)",25.74,,,0.3810,1.298,9.54
"       (2025 FM12)",26.93,,,0.3749,1.574,1.11
"       (2025 FN12)",21.02,,,0.7567,2.537,16.92
"       (2025 FO12)",24.31,,,0.3118,1.423,6.82
"       (2025 FP12)",25.23,,,0.1975,1.121,4.09
"       (2025 FQ12)",28.89,,,0.3570,1.248,9.06
"       (2025 FR12)",23.27,,,0.4113,1.4,31.75
"       (2025 FS12)",23.41,,,0.4731,2.144,20.88
"       (2025 FT12)",24.87,,,0.4143,1.549,3.56
"       (2025 FV12)",30.16,,,0.3713,1.329,4.71
"       (2025 FW12)",22.82,,,0.2892,1.451,34.21
"       (2025 FX12)",25.60,,,0.2970,1.559,1.09
"       (2025 FR13)",24.19,,,0.4194,0.8498,23.86
"       (2025 FV13)",25.52,,,0.3378,1.577,5.51
"       (2025 FY13)",24.90,,,0.4430,2.021,6.30
"       (2025 FZ13)",21.75,,,0.3800,1.113,20.71
"       (2025 FB14)",21.81,,,0.5984,1.06,9.65
"       (2025 FH14)",23.61,,,0.3299,1.495,20.25
"       (2025 FK14)",29.66,,,0.3015,0.8597,1.72
"       (2025 FL14)",20.86,,,0.5763,3.031,11.08
"       (2025 FN14)",24.86,,,0.4813,1.994,9.16
"       (2025 FT14)",23.57,,,0.1792,1.322,33.64
"       (2025 FU14)",23.17,,,0.3407,1.655,22.16
"       (2025 FX14)",25.02,,,0.5479,1.845,9.33
"       (2025 FY14)",27.19,,,0.2207,1.178,3.62
"       (2025 FZ14)",26.23,,,0.5490,1.917,0.52
"       (2025 FA15)",25.61,,,0.7612,2.608,5.51
"       (2025 FC15)",24.97,,,0.1565,1.084,2.96
"       (2025 FD15)",27.65,,,0.5534,0.6611,5.24
"       (2025 FE15)",24.11,,,0.1709,1.25,6.66
"       (2025 FF15)",23.24,,,0.4708,2.077,3.67
"       (2025 FM15)",26.50,,,0.0948,1.167,4.10
"       (2025 FO15)",26.11,,,0.4528,1.437,11.02
"       (2025 FZ15)",29.21,,,0.5866,2.064,2.26
"       (2025 FA16)",23.73,,,0.2024,1.409,10.54
"       (2025 FL16)",26.77,,,0.3086,1.326,3.16
"       (2025 FO16)",26.26,,,0.5734,2.038,2.91
"       (2025 FQ16)",24.23,,,0.3048,1.43,10.24
"       (2025 FR16)",25.47,,,0.5802,2.668,3.30
"       (2025 FS16)",24.34,,,0.6329,2.289,2.74
"       (2025 FT16)",23.21,,,0.6590,2.59,5.78
"       (2025 FU16)",24.13,,,0.3465,1.74,10.52
"       (2025 FV16)",22.17,,,0.2791,1.764,30.08
